paper_id,title,year,authors,abstract,venue,url
98735023ac606dae4960b5fc8cf6ebee7fc437c8,Challenges and Peculiarities of Attack Detection in Virtual Power Plants : Towards an Advanced Persistent Threat Detection System,2022,Robin Buchta; Felix Heine; Carsten Kleiner,"Currently, there are no mission-capable systems that can successfully detect advanced persistent threats (APTs). These types of threats are hazardous in critical infrastructures (CIs). Due to the integration of operational technology (OT) and information communication technology (ICT), CI systems are particularly vulnerable to cyberattacks. In addition, power systems, in particular, are an attractive target for attackers, as they are responsible for the operation of modern infrastructures and are thus of great importance for modern warfare or even for strategic purposes of other criminal activities. Virtual power plants (VPPs) are a new implementation of power plants for energy management. The protection of virtual power plants against APTs is not yet sufficiently researched. This circumstance raises the research question - What might an APT detection system architecture for VPPs look like? Our methodology is based on intensive literature research to bundle knowledge from different sub-areas to solve a superordinate problem. After the literature review and domain analysis, a synthesis of new knowledge is provided in the presentation of a possible architecture. The in-depth proposal for a potential system architecture relies on the study of VPPs, APTs, and previous prevention mechanisms. The architecture is then evaluated for its effectiveness based on the challenges identified. The proposed architecture combines concepts such as defense-in-depth and breath with situation awareness, and the observe, orient, decide, and act loop. Furthermore, a combination of traditional detection methods with graph analysis in the architecture is targeted to meet the challenges and peculiarities of VPPs and APTs.",Scalable Trusted Computing,https://www.semanticscholar.org/paper/98735023ac606dae4960b5fc8cf6ebee7fc437c8
f6d5df0cfd7454251fabc47b37c13610991d876f,Explainable Intelligence-Driven Defense Mechanism Against Advanced Persistent Threats: A Joint Edge Game and AI Approach,2022,Huiling Li; Jun Wu; Hansong Xu; Gaolei Li; M. Guizani,"Advanced persistent threats (APT) have novel features such as long-term latency, precision strikes and uncertain strategies. APT poses severe threats to the resource-limited edge devices in advanced networks. Cyber threat intelligence (CTI) conducts data analysis on attack strategies by artificial intelligence (AI) and generates threat intelligence to optimize the detection model and guide defense strategies. However, AI lacks explanations for the decisions and thus reduces the transparency and performance of the detection model. Besides, the tradeoff between the detection accuracy and the computational resource limitation of edge devices needs an optimal and rapid dynamic resource allocation method, which edge game and AI can help. In this article, we propose an explainable intelligence-driven APT edge defense mechanism. The proposed mechanism provides guidelines and explanations for designing the defense strategy and resource allocation scheme of the edge defender to detect APT. The edge defense strategy model is based on edge Bayesian Stackelberg game and CTI. Meanwhile, we implement a DRL-based resource allocation scheme to meet rapid response requirements at the edges. We demonstrate that the proposed mechanism can improve the protection level of edges and defense capability against APT through extensive experiments.",IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/f6d5df0cfd7454251fabc47b37c13610991d876f
818305f6c8c967deec8f6790c0ba393129aeac91,Exploration of Mobile Device Behavior for Mitigating Advanced Persistent Threats (APT): A Systematic Literature Review and Conceptual Framework,2022,Thulfiqar Jabar; M. Singh,"During the last several years, the Internet of Things (IoT), fog computing, computer security, and cyber-attacks have all grown rapidly on a large scale. Examples of IoT include mobile devices such as tablets and smartphones. Attacks can take place that impact the confidentiality, integrity, and availability (CIA) of the information. One attack that occurs is Advanced Persistent Threat (APT). Attackers can manipulate a device’s behavior, applications, and services. Such manipulations lead to signification of a deviation from a known behavioral baseline for smartphones. In this study, the authors present a Systematic Literature Review (SLR) to provide a survey of the existing literature on APT defense mechanisms, find research gaps, and recommend future directions. The scope of this SLR covers a detailed analysis of most cybersecurity defense mechanisms and cutting-edge solutions. In this research, 112 papers published from 2011 until 2022 were analyzed. This review has explored different approaches used in cybersecurity and their effectiveness in defending against APT attacks. In a conclusion, we recommended a Situational Awareness (SA) model known as Observe–Orient–Decide–Act (OODA) to provide a comprehensive solution to monitor the device’s behavior for APT mitigation.",Italian National Conference on Sensors,https://www.mdpi.com/1424-8220/22/13/4662/pdf?version=1656326769
2bbfa6fa98c377b6ee8e084dafb0e8a90bc668c8,Exploring the vulnerability in the inference phase of advanced persistent threats,2022,Qi Wu; Qiang Li; Dong Guo; Xiangyu Meng,"In recent years, the Internet of Things has been widely used in modern life. Advanced persistent threats are long-term network attacks on specific targets with attackers using advanced attack methods. The Internet of Things targets have also been threatened by advanced persistent threats with the widespread application of Internet of Things. The Internet of Things device such as sensors is weaker than host in security. In the field of advanced persistent threat detection, most works used machine learning methods whether host-based detection or network-based detection. However, models using machine learning methods lack robustness because it can be attacked easily by adversarial examples. In this article, we summarize the characteristics of advanced persistent threats traffic and propose the algorithm to make adversarial examples for the advanced persistent threat detection model. We first train advanced persistent threat detection models using different machine learning methods, among which the highest F1-score is 0.9791. Then, we use the algorithm proposed to grey-box attack one of models and the detection success rate of the model drop from 98.52% to 1.47%. We prove that advanced persistent threats adversarial examples are transitive and we successfully black-box attack other models according to this. The detection success rate of the attacked model with the best attacked effect dropped from 98.66% to 0.13%.",Int. J. Distributed Sens. Networks,https://journals.sagepub.com/doi/pdf/10.1177/15501329221080417
7bd7a875677864dc001d683896be874fa25362dd,Foureye: Defensive Deception Against Advanced Persistent Threats via Hypergame Theory,2022,Zelin Wan; Jin-Hee Cho; Mu Zhu; Ahmed H. Anwar; Charles A. Kamhoua; Munindar P. Singh,"Defensive deception techniques have emerged as a promising proactive defense mechanism to mislead an attacker and thereby achieve attack failure. However, most game-theoretic defensive deception approaches have assumed that players maintain consistent views under uncertainty. They do not consider players’ possible, subjective beliefs formed due to asymmetric information given to them. In this work, we formulate a hypergame between an attacker and a defender where they can interpret the same game differently and accordingly choose their best strategy based on their respective beliefs. This gives a chance for defensive deception strategies to manipulate an attacker’s belief, which is the key to the attacker’s decision-making. We consider advanced persistent threat (APT) attacks, which perform multiple attacks in the stages of the cyber kill chain (CKC) where both the attacker and the defender aim to select optimal strategies based on their beliefs. Through extensive simulation experiments, we demonstrated how effectively the defender can leverage defensive deception techniques while dealing with multi-staged APT attacks in a hypergame in which the imperfect information is reflected based on perceived uncertainty, cost, and expected utilities of both the attacker and defender, the system lifetime (i.e., mean time to security failure), and improved false-positive rates of intrusion detection.",IEEE Transactions on Network and Service Management,https://www.semanticscholar.org/paper/7bd7a875677864dc001d683896be874fa25362dd
67f5f7bd79362f3bd562cb0be5de7d49b1276576,Machine Learning-Enabled IoT Security: Open Issues and Challenges Under Advanced Persistent Threats,2022,Zhiyan Chen; Jinxin Liu; Yuling Shen; Murat Simsek; B. Kantarci; H. Mouftah; P. Djukic,"Despite its technological benefits, the Internet of Things (IoT) has cyber weaknesses due to vulnerabilities in the wireless medium. Machine Larning (ML)-based methods are widely used against cyber threats in IoT networks with promising performance. An Advanced Persistent Threat (APT) is prominent for cybercriminals to compromise networks, and it is crucial to long-term and harmful characteristics. However, it is difficult to apply ML-based approaches to identify APT attacks to obtain a promising detection performance due to an extremely small percentage among normal traffic. There are limited surveys that fully investigate APT attacks in IoT networks due to the lack of public datasets with all types of APT attacks. It is worth bridging the state of the art in network attack detection with APT attack detection in a comprehensive review article. This survey article reviews the security challenges in IoT networks and presents well-known attacks, APT attacks, and threat models in IoT systems. Meanwhile, signature-based, anomaly-based, and hybrid intrusion detection systems are summarized for IoT networks. The article highlights statistical insights regarding frequently applied ML-based methods against network intrusion. Finally, open issues and challenges for common network intrusion and APT attacks are presented for future research.",ACM Computing Surveys,https://arxiv.org/pdf/2204.03433
31663f4aefe20a839b3c3f4c24b1574260af6315,Malicious Code Classification Method of Advanced Persistent Threat Based on Asm2Vec,2022,Kaijie Liu; Hu Wei; Jianyi Liu; Cheng Jie; Yating Gao; Pang Jin,"In recent years, network security has become the main factor that threatens the development of the Internet. Among the network security threats, advanced persistent threat (APT) is one of the most representative attacks and has brought unprecedented security challenges. APT attacks mainly depend on malicious code. At present, the homology analysis of malicious code for APT mainly converts the malicious code into a gray image or semantic fragment, which is realized by pre-training models such as neural network. The effect of the method based on pre-training depends heavily on the training process of the model and the form of the data set, which may lead to misjudgment of the organization of the malicious code in an APT real-time attack. In this paper, we propose a homology analysis of malicious code for APT groups based on Asm2Vec. The basic function blocks are obtained by disassembling and removing unimportant functions from the malicious code. The semantic representation model Asm2Vec is used to analyze and find out the possible APT group for targeted malware. The experimental results show that the Energetic Bear group classification accuracy of this paper is 91.30% and the F1-Score is 95.46%.",International Conference on Critical Infrastructure Protection,https://www.semanticscholar.org/paper/31663f4aefe20a839b3c3f4c24b1574260af6315
62e51a69a0c4f5aab15bc7ed257f548c47a6b591,Phishing and Advanced Persistent Threats,2022,Pedro Brandao; Henrique S. Mamede,"The paper addresses one of the techniques mor used by Advanced Persistent Threats attacks, phishing. The paper demonstrates the complexity of the technique, explains how attacks can be carried out, and presents defense techniques, and strategies against phishing attacks. The article also presents a summary description of what an Advanced Persistent Threat attack is. This description characterizes this type of attack.",Journal of Mathematical &amp; Computer Applications,https://doi.org/10.47363/jmca/2022(1)105
b04ae62c7df3156aeb00e629707e1fdff65bb5ca,Predictive Cyber Defense Remediation against Advanced Persistent Threat in Cyber-Physical Systems,2022,Kamrul Hasan; Sachin Shetty; Tariqul Islam; Imtiaz Ahmed,"Advanced Persistent Threat (APT) has dramatically changed the landscape of cybersecurity. APT is carried out by stealthy, continuous, sophisticated, and well-funded attack processes for long-term malicious gain thwarting most current defense mechanisms. There is a need for a defense strategy that continuously combats APT over a long time-span in imper-fect/incomplete information on attacker's actions. We propose the stochastic evolutionary game model to simulate the dynamic adversary to address this need in this work. We add the player's rationality parameter c to the Logit Quantal Response Dynamics (LQ RD) model to quantify the cognitive differences of real-world players. We propose an optimal decision-making plan by calculating the stable evolutionary equilibrium that balances a trade-off between defense cost and benefit. Cases studies conducted on Energy Delivery Systems (EDS) indicate that the proposed method can help the defender predict possible attack action, select the related optimal cyber defense remediation over time, and gain the maximum defense payoff.",International Conference on Computer Communications and Networks,https://www.semanticscholar.org/paper/b04ae62c7df3156aeb00e629707e1fdff65bb5ca
d6f23e4dbe8bfdd11543f1f17941306c88e9c61d,Prior Knowledge based Advanced Persistent Threats Detection for IoT in a Realistic Benchmark,2022,Jinxin Liu; Yuling Shen; Murat Simsek; B. Kantarci; H. Mouftah; Mehran Bagheri; P. Djukic,"The number of Internet of Things (IoT) devices being deployed into networks is growing at a phenomenal pace, which makes IoT networks more vulnerable in the wireless medium. Advanced Persistent Threat (APT) is malicious to most of the network facilities and the available attack data for training the machine learning-based Intrusion Detection System (IDS) is limited when compared to the normal traffic. Therefore, it is quite challenging to enhance the detection performance in order to mitigate the influence of APT. Therefore, Prior Knowledge Input (PKI) models are proposed and tested using the SCVIC-APT-2021 dataset. To obtain prior knowledge, the proposed PKI model pre-classifies the original dataset with unsupervised clustering method. Then, the obtained prior knowledge is incorporated into the supervised model to decrease training complexity and assist the supervised model in determining the optimal mapping between the raw data and true labels. The experimental findings indicate that the PKI model outperforms the supervised baseline, with the best macro average F1-score of 81.37%, which is 10.47% higher than the baseline.",Global Communications Conference,https://arxiv.org/pdf/2208.05089
563fbfb41970e2064a816f72465c488d74d8c32b,Threat-Path Estimate-Based Watchword-Chunk Algorithm for Advanced Persistent Threat in the Cloud,2022,Babu Pandipati; Bharathiyar University,"In cloud computing, an advanced persistent threat (APT) is a cyber-attack that gains access to a network and remains undetected for some time. As well APTs have proven difficult to detect and protect, in the existing system they fail to analyze the path of an outbreak when the monitor and assign a weight to the nodes. If a path for an outbreak is detected the VM is migrated to hosts that do not account for the overloaded problem and underutilized hosts. In addition to the size of resources occupied by the VM thus here the traffic was increased. This paper proposes the Threat-Path Reckon technique that detects the multiple paths through re-identification and the addition of automatic weight for its neighbor nodes. Based on that weighted paths, the Secured Object Emigration technique invokes a mapping function to migrate the VMs. Finally, the data in the VM are stored in a best-fit distribution, thus it provides security but achieves the search overheads.",International Journal of Web Services Research,https://www.igi-global.com/ViewTitle.aspx?TitleId=299021&isxn=9781799893462
d878d5157ec9f4074eca342e0fea68be36f16154,A Framework for Advanced Persistent Threat Attribution using Zachman Ontology,2023,Venkata Sai Charan Putrevu; Hrushikesh Chunduri; Mohan Anand Putrevu; S. Shukla,"Advanced Persistent Threat (APT) is a type of cyber attack that infiltrates a targeted organization and exfiltrates sensitive data over an extended period of time or to cause sabotage. Recently, there has been a trend of nation states backing APT groups in order to further their political and financial interests, making the APT attribution process increasingly important. The APT attribution process involves identifying the actors behind an attack and their motivations, using a method of logical inference called abductive reasoning to determine the most likely explanation for a set of observations. While various attribution methods and frameworks have been proposed by the security community, many of them lack granularity and are dependent on the skills of practitioners rather than a standardized process. This can hinder both the understandability and reproducibility of attribution efforts as this process is practiced but not engineered. To address these issues, we propose a new framework for the APT attribution process based on the Zachman ontology, which offers greater granularity by posing specific primitive questions at various levels of the attribution process. This allows for more accurate conclusions about the attackers and their motivations, helping organizations to better protect themselves against future attacks.",European Interdisciplinary Cybersecurity Conference,https://www.semanticscholar.org/paper/d878d5157ec9f4074eca342e0fea68be36f16154
e1ca851fb51fccc8fc912771f881174e23844ec5,A Systematic Literature Review and a Conceptual Framework Proposition for Advanced Persistent Threats (APT) Detection for Mobile Devices Using Artificial Intelligence Techniques,2023,Amjed Ahmed Al-Kadhimi; M. Singh; M. Khalid,"Advanced persistent threat (APT) refers to a specific form of targeted attack used by a well-organized and skilled adversary to remain undetected while systematically and continuously exfiltrating sensitive data. Various APT attack vectors exist, including social engineering techniques such as spear phishing, watering holes, SQL injection, and application repackaging. Various sensors and services are essential for a smartphone to assist in user behavior that involves sensitive information. Resultantly, smartphones have become the main target of APT attacks. Due to the vulnerability of smartphone sensors, several challenges have emerged, including the inadequacy of current methods for detecting APTs. Nevertheless, several existing APT solutions, strategies, and implementations have failed to provide comprehensive solutions. Detecting APT attacks remains challenging due to the lack of attention given to human behavioral factors contributing to APTs, the ambiguity of APT attack trails, and the absence of a clear attack fingerprint. In addition, there is a lack of studies using game theory or fuzzy logic as an artificial intelligence (AI) strategy for detecting APT attacks on smartphone sensors, besides the limited understanding of the attack that may be employed due to the complex nature of APT attacks. Accordingly, this study aimed to deliver a systematic review to report on the extant research concerning APT detection for mobile sensors, applications, and user behavior. The study presents an overview of works performed between 2012 and 2023. In total, 1351 papers were reviewed during the primary search. Subsequently, these papers were processed according to their titles, abstracts, and contents. The resulting papers were selected to address the research questions. A conceptual framework is proposed to incorporate the situational awareness model in line with adopting game theory as an AI technique used to generate APT-based tactics, techniques, and procedures (TTPs) and normal TTPs and cognitive decision making. This framework enhances security awareness and facilitates the detection of APT attacks on smartphone sensors, applications, and user behavior. It supports researchers in exploring the most significant papers on APTs related to mobile sensors, services, applications, and detection techniques using AI.",Applied Sciences,https://www.mdpi.com/2076-3417/13/14/8056/pdf?version=1689054824
cd15dd0fb1fabbf95a2366805e2df1a8dfe09bd6,Advanced Persistent Threat Detection Using Data Provenance and Metric Learning,2023,Khandakar Ashrafi Akbar; Yigong Wang; G. Ayoade; Y. Gao; A. Singhal; L. Khan; B. Thuraisingham; Kangkook Jee,"Advanced persistent threats (APT) have increased in recent times as a result of the rise in interest by nation-states and sophisticated corporations to obtain high-profile information. Typically, APT attacks are more challenging to detect since they leverage zero-day attacks and common benign tools. Furthermore, these attack campaigns are often prolonged to evade detection. We leverage an approach that uses a provenance graph to obtain execution traces of host nodes in order to detect anomalous behavior. By using the provenance graph, we extract features that are then used to train an online adaptive metric learning. Online metric learning is a deep learning method that learns a function to minimize the separation between similar classes and maximizes the separation between dis- similar instances. We compare our approach with baseline models and we show our method outperforms the baseline models by increasing detection accuracy on average by 11.3% and increases True positive rate (TPR) on average by 18.3%. We also show that our method outperforms several state-of-the-art models performances in comprehensive attack datasets in both binary and multi-class settings.",IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/cd15dd0fb1fabbf95a2366805e2df1a8dfe09bd6
6fc41a3d23ba7d9fa114836bad626f679770e16f,An Effective Threat Detection Framework for Advanced Persistent Cyberattacks,2023,S. Jeon; Sun-Jin Lee; Eun-young Lee; Yeon-Ji Lee; Jung-Hwa Ryu; Jung-Hyun Moon; Sun Yi; I. Lee,"Recently, with the normalization of non-face-to-face online environments in response to the COVID-19 pandemic, the possibility of cyberattacks through endpoints has increased. Numerous endpoint devices are managed meticulously to prevent cyberattacks and ensure timely responses to potential security threats. In particular, because telecommuting, telemedicine, and tele-education are implemented in uncontrolled environments, attackers typically target vulnerable endpoints to acquire administrator rights or steal authentication information, and reports of endpoint attacks have been increasing considerably. Advanced persistent threats (APTs) using various novel variant malicious codes are a form of a sophisticated attack. However, conventional commercial antivirus and anti-malware systems that use signature-based attack detection methods cannot satisfactorily respond to such attacks. In this paper, we propose a method that expands the detection coverage in APT attack environments. In this model, an open-source threat detector and log collector are used synergistically to improve threat detection performance. Extending the scope of attack log collection through interworking between highly accessible open-source tools can efficiently increase the detection coverage of tactics and techniques used to deal with APT attacks, as defined by MITRE Adversarial Tactics, Techniques, and Common Knowledge (ATT&CK). We implemented an attack environment using an APT attack scenario emulator called Carbanak and analyzed the detection coverage of Google Rapid Response (GRR), an open-source threat detection tool, and Graylog, an open-source log collector. The proposed method expanded the detection coverage against MITRE ATT&CK by approximately 11% compared with that conventional methods. © 2023 Tech Science Press. All rights reserved.","Computers, Materials &amp; Continua",https://www.techscience.com/cmc/v75n2/52043/pdf
23ecc2e459761422dc9ea2fa72da006bd0c090e7,Analysis of cyber attacks such as APT (Advanced Persistent Threat) and ransomware,2023,Darius-Antoniu Ferenț,"In the information society, cyber attacks launched upon the information technology infrastructure are increasingly diversified and complex. Cybercriminals or black hat hackers use a wide range of techniques, tactics and procedures to compromise computer systems. APT and ransomware attacks are two cyber security threats that many companies and government institutions face. Ransomware is a medium complexity attack, while APT is a high complexity cyber attack. The emergence of certain hybrid malicious programs (computer worm-ransomware) and the diversification of attack vectors represent new challenges for specialists and organizations.",Intelligence Info,https://doi.org/10.58679/ii70307
78e0247ed9e8167f98b9cc6cbf4848a7cd6154fe,CSKG4APT: A Cybersecurity Knowledge Graph for Advanced Persistent Threat Organization Attribution,2023,Yitong Ren; Yanjun Xiao; Yinghai Zhou; Zhiyong Zhang; Zhihong Tian,"Open-source cyber threat intelligence (OSCTI) is becoming more influential in obtaining current network security information. Most studies on cyber threat intelligence (CTI) focus on automating the extraction of threat entities from public sources that describe attack events. The cybersecurity knowledge graph aims to change the expression of threat knowledge so that security researchers can accurately and efﬁciently obtain various types of threat information for preliminary intelligent decisions. The attribution technology can not only assist security analysts in detecting advanced persistent threats, but can also identify the same threat from different attack events. Therefore, it is important to trace the attack threat actor. In this study, we used the knowledge graph technology, considered the latest research on cyber threat attack attribution, and thoroughly examined key related technologies and theories in the process of constructing and applying the advanced persistent threat (APT) knowledge graph from OSCTI. We designed a cybersecurity platform named CSKG4APT based on a knowledge graph. Inspired by the theory of ontology, we constructed CSKG4APT as an APT knowledge graph model based on real APT attack scenarios. We then designed an APT threat knowledge extraction algorithm for completing and updating the knowledge graph using deep learning and expert knowledge. Finally, we proposed a practical APT attack attribution method with attribution and countermeasures. CSKG4APT is not a passive defense method in traditional network confrontation but one that integrates a large amount of fragmented intelligence and can actively adjust its defense strategy. It lays the foundation for further dominance in network attack and defense.",IEEE Transactions on Knowledge and Data Engineering,https://www.semanticscholar.org/paper/78e0247ed9e8167f98b9cc6cbf4848a7cd6154fe
85499ac28c97066882c233b4de8f78d2a9ba63da,Cybersecurity Knowledge Graph: Advanced Persistent Threat Organization Attribution,2023,K. Chandra; Ch. Mounika; Iddum Venkata Sai Kumar; P. Dhanivarma; Machineni Mounika,"The ever-evolving and intricate nature of cyber environments, coupled with the escalating risk of cyber-attacks, necessitates robust solutions in the realm of cybersecurity. Knowledge graphs have emerged as a promising avenue for consolidating, representing, managing, and reasoning over cyber threat intelligence. However, applying knowledge graphs to tackle real-world challenges in cyber-attack and defense scenarios remains an area requiring further exploration. This paper aims to address this gap by providing a comprehensive overview of the fundamental concepts, schema design, and construction methodologies for the cybersecurity knowledge graph. To facilitate future research endeavors, we have carefully curated datasets and open-source libraries tailored for knowledge construction and information extraction tasks. Furthermore, we present a detailed comparative review of recent advancements in the application scenarios of cybersecurity knowledge graphs. To provide clarity and organization, we introduce a novel classification framework that categorizes interconnected works into distinct primary categories and subcategories. The paper concludes by outlining potential research directions in the cybersecurity knowledge graph domain, paving the way for further advancements and innovations in the field.",2023 Third International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS),https://www.semanticscholar.org/paper/85499ac28c97066882c233b4de8f78d2a9ba63da
af7b81220f0f60e590f3698484e77249e66c88bc,DETECTION OF ADVANCED PERSISTENT THREATS USING SIEM RULESETS,2023,Adem Şi̇mşek; A. Koltuksuz,"Cyber-attacks move towards a sophisticated, destructive, and persistent position, as in the case of Stuxnet, Dark Hotel, Poseidon, and Carbanak. These attacks are called Advanced Persistent Threats (APT) in which an intruder establishes an undetected presence in a network in order to steal sensitive data over a prolonged period of time. In today's digitalized life, these attacks threaten the main critical life areas. This threat is followed by critical infrastructures, finance, energy, and aviation agencies. One of the biggest APT attacks was Stuxnet which targeted software on computers controlling the programmable logic controllers (PLCs) used to automate machine processes. The other one was the Deep Panda attack discovered in 2015 which compromised over 4 million US personnel records because of the ongoing cyberwar between China and the U.S. This paper attempts to explain the difficulties of detecting APTs and to examine the studies in this area. In addition, this paper presents a new approach to detecting APTs using the SIEM solution. In this approach, it is recommended to establish APT rulesets in SIEM solutions by using the indicators left behind by the attacks. In the rulesets, 3 basic indicator types are considered, and examples are shared.
Keywords: Cyber security, cyber war, APT, SIEM, Intrusion Detection System.",PIRETC-Proceeding of The International Research Education &amp; Training Centre,https://zenodo.org/records/10035180/files/PIRETC-28(06).07.2023.pdf
9ad5eb5d519b4a44450037df1f1768d8a34f255a,Deep Reinforcement Learning for Advanced Persistent Threat Detection in Wireless Networks,2023,Kazeem Saheed; Shagufta Henna,"Recent cyberattacks have shifted their focus from causing financial loss or service disruption to covertly exfil-trating confidential data. Advanced Persistent Threats (APTs) pose a significant challenge due to their dynamic and sophis-ticated attack mechanisms. Unlike other cyberattacks, APTs are coordinated and targeted, executed by high-profile hackers who exploit identified vulnerabilities and deliver novel malware through phishing attacks to infiltrate networks. Traditional deep learning approaches for APT detection are static and lack adaptability, making them unsuitable for handling the dynamic and evolving attack scenarios commonly found in uncertain network traffic flows, such as multi-stage APT attacks. To address these challenges, this study proposes a Deep Reinforcement Learning approach for APT detection, referred to as APT-DRL. This approach dynamically learns from interactions with the environment, continuously adapting to emerging attack patterns. Performance evaluations demonstrate that APT-DRL effectively learns from dynamic network interactions, enabling it to formulate new policies for APT detection. Consequently, APT-DRL learns faster and achieves better accuracy compared to Feed Forward Neural Network (FNN) models, which lack the adaptability and learning capabilities of the proposed APT-DRL approach.",Irish Conference on Artificial Intelligence and Cognitive Science,https://www.semanticscholar.org/paper/9ad5eb5d519b4a44450037df1f1768d8a34f255a
9ccbb84416f7bcd6a180e4a69bbb8d5935f2185b,Defense of Advanced Persistent Threat on Industrial Internet of Things With Lateral Movement Modeling,2023,Jichao Bi; Shibo He; Fengji Luo; Wenchao Meng; Luyue Ji; Da-Wen Huang,"Industrial Internet of Things (IIoT) is vulnerable to advanced persistent threat (APT). In this article, we study a scenario in which APT is launched to attack IIoT devices. Considering the APTs lateral movement, a node-level state evolution model is established to calculate the probability of every device in an IIoT system to be compromised by APT. Based on this, a Stackelberg game model is proposed for the APT attacker and defender, which can accurately describe the gaming process. An effective computational approach is developed to obtain the potential Stackelberg equilibrium strategy pair of the game. Extensive case studies and comparison studies are conducted to validate the effectiveness of the proposed method.",IEEE Transactions on Industrial Informatics,https://www.semanticscholar.org/paper/9ccbb84416f7bcd6a180e4a69bbb8d5935f2185b
bbdda373c072c01bd0e21527a91eba8918f4ca4a,Detect Advanced Persistent Threat In Graph-Level Using Competitive AutoEncoder,2023,Mai Ye; Shiming Men; Lei Xie; Bing Chen,"APT(Advanced Persistent Threat) are known for their stealth, persistence, and sophistication, often carried out by skilled and well-funded attackers. To detect and investigate APT attacks at the host-level, scholars have extensively studied the provenance graph, which preserves the complete attack context. However, existing methods have impractical requirements for data collection and threshold setting, severely impacting their real-world performance. In this paper, we propose GCA (Graph Competitive Autoencoder), a GNN-based graph-level anomaly detection system. We first extract entities and their interactions from host logs to construct a provenance graph. Subsequently, we utilize GNN (Graph Neural Network) as a graph encoder to obtain graph-level embeddings. In the anomaly detection part, we use the competitive autoencoder and mutual information maximization to identify the attack graph. With this model, we can conduct graph-level anomaly detection even when the training data is partially contaminated, without manually setting the threshold. We deploy and evaluate our model on the public dataset StreamSpot. Our results show that GCA outperforms existing methods in terms of accuracy and practicality.",CNCIT,https://www.semanticscholar.org/paper/bbdda373c072c01bd0e21527a91eba8918f4ca4a
634eddf015da31088df24df2373d5bef567bb642,E-APTDetect: Early Advanced Persistent Threat Detection in Critical Infrastructures with Dynamic Attestation,2023,B. Genge; P. Haller; Adrian S. Roman,"Advanced Persistent Threats (APTs) represent a complex series of techniques directed against a particular organization, where the perpetrator is able to hide its presence for a longer period of time (e.g., months, years). Previous such attacks have demonstrated the exceptional impact that a cyber attack may have on the operation of Supervisory Control And Data Acquisition Systems (SCADA), and, more specifically, on the underlying physical process. Existing techniques for the detection of APTs focus on aggregating results originating from a collection of anomaly detection agents. However, such approaches may require an extensive time period in case the process is in a steady-state. Conversely, this paper documents E-APTDetect, an approach that uses dynamic attestation and multi-level data fusion for the early detection of APTs. The methodology leverages sensitivity analysis and Dempster-Shafer’s Theory of Evidence as its building blocks. Extensive experiments are performed on a realistic Vinyl Acetate Monomer (VAM) process model. The model contains standard chemical unit operations and typical industrial characteristics, which make it suitable for a large variety of experiments. The experimental results conducted on the VAM process demonstrate E-APTDetect’s ability to efficiently detect APTs, but also highlight key aspects related to the attacker’s advantage. The experiments also highlight that the adversary’s advantage is affected by two major factors: the number of compromised components; and, the precision of manipulation.",Applied Sciences,https://www.mdpi.com/2076-3417/13/6/3409/pdf?version=1678257073
3a3d11b627ecdf312bd7c682fa6bcc286fa6af8b,Few-shot Multi-domain Knowledge Rearming for Context-aware Defence against Advanced Persistent Threats,2023,Gaolei Li; Yuanyuan Zhao; Wenqi Wei; Yuchen Liu,"Advanced persistent threats (APTs) have novel features such as multi-stage penetration, highly-tailored intention, and evasive tactics. APTs defense requires fusing multi-dimensional Cyber threat intelligence data to identify attack intentions and conducts efficient knowledge discovery strategies by data-driven machine learning to recognize entity relationships. However, data-driven machine learning lacks generalization ability on fresh or unknown samples, reducing the accuracy and practicality of the defense model. Besides, the private deployment of these APT defense models on heterogeneous environments and various network devices requires significant investment in context awareness (such as known attack entities, continuous network states, and current security strategies). In this paper, we propose a few-shot multi-domain knowledge rearming (FMKR) scheme for context-aware defense against APTs. By completing multiple small tasks that are generated from different network domains with meta-learning, the FMKR firstly trains a model with good discrimination and generalization ability for fresh and unknown APT attacks. In each FMKR task, both threat intelligence and local entities are fused into the support/query sets in meta-learning to identify possible attack stages. Secondly, to rearm current security strategies, an finetuning-based deployment mechanism is proposed to transfer learned knowledge into the student model, while minimizing the defense cost. Compared to multiple model replacement strategies, the FMKR provides a faster response to attack behaviors while consuming less scheduling cost. Based on the feedback from multiple real users of the Industrial Internet of Things (IIoT) over 2 months, we demonstrate that the proposed scheme can improve the defense satisfaction rate.",International Conference on Smart Communications and Networking,https://arxiv.org/pdf/2306.07685
